timestamp,eye_fixation_duration_ms,eye_saccade_velocity,eye_blink_rate,mouse_movements_per_min,mouse_idle_time_sec,keyboard_strokes_per_min,keyboard_burst_pattern,tab_switches_per_min,scroll_speed_px_per_sec,time_on_task_min,focus_state
2025-11-23 11:52:23.572260,647.2847615375626,59.95455564981938,8.311865518561204,2,38.73785100936158,107,0.7539589639823168,0,48.94725093914354,33.4162042051408,2
2025-11-23 11:52:33.572260,441.7692688732903,141.4877341742781,4.856329938736048,10,18.57608455172216,94,0.8854758075903496,1,100.47963890888295,55.60318277157939,2
2025-11-23 11:52:43.572260,482.6194833267261,159.4832964719816,9.618788714700667,5,36.85273880211985,70,0.7804810897480213,1,76.5651981739052,24.358783643598954,2
2025-11-23 11:52:53.572260,77.41070278849982,278.20999368722266,27.98560231522722,58,1.3245348282344238,20,0.24977801026394814,19,824.5771446669439,3.8538849837431934,0
2025-11-23 11:53:03.573379,498.2410277375566,65.72780236035241,6.412807044114916,6,26.241680592208716,138,0.8441431645665799,1,43.98543401648487,42.587461080515084,2
2025-11-23 11:53:13.573379,218.44669833219498,146.78083761131157,17.630255591693487,15,13.283309281228503,34,0.6136090996710386,2,115.92642704160936,17.14675003469972,1
2025-11-23 11:53:23.573379,737.0366711006195,88.78711194492105,9.700154698944614,5,36.03097087146686,115,0.8458855871494044,0,68.99053272449554,38.211680262506235,2
2025-11-23 11:53:33.573379,123.35203064754614,391.4121023123114,35.570299494351126,70,1.8315831779189522,26,0.03069974820343076,5,401.0646066334009,4.566828215741102,0
2025-11-23 11:53:43.573379,728.2339324491479,97.13574189188047,5.652837957668327,6,21.126569168234052,100,0.7910079741699337,0,45.77537941872631,34.81756824244101,2
2025-11-23 11:53:53.573379,634.9232239626432,95.3843147657661,11.613394876376256,12,14.873444498302419,113,0.7481538841163063,0,55.6625499485701,36.129385456334,2
2025-11-23 11:54:03.573379,204.51845795510943,439.63773480047126,36.214756267836435,52,1.1428564784205604,18,0.063319882720303,7,537.7132254940418,2.3397600415399937,0
2025-11-23 11:54:13.573379,410.85200638682466,87.04026505157033,5.704246497621843,3,30.030722279167797,125,0.961440464516894,0,48.526138406387844,22.27602877919889,2
2025-11-23 11:54:23.573379,145.14277756733276,358.3788857761791,24.303015710659775,72,3.1061337543841003,24,0.22379329332270936,8,799.9963587049228,0.7341823416849782,0
2025-11-23 11:54:33.573379,641.6021770806567,80.15060463350079,11.742235582846073,4,38.571657590460696,76,0.9138279677778302,0,55.916580971178384,41.452455859767674,2
2025-11-23 11:54:43.573379,93.75513199661584,479.4344144384528,36.72814225532202,78,0.6952828097883056,20,0.22879637028933345,7,452.6808492309921,4.701169851860719,0
2025-11-23 11:54:53.573379,69.84927707596506,370.2445838501958,29.10718904116984,60,1.6726192937605717,11,0.17408165768522926,9,446.2037640448626,4.470830316638495,0
2025-11-23 11:55:03.573379,245.7120539803479,232.21673930439465,14.65036030728611,10,14.381222402060265,77,0.6679159468526957,2,227.11857879480675,7.525283322469317,1
2025-11-23 11:55:13.574261,275.35546899386463,228.8671234378012,16.430337838316216,17,4.13806118428457,82,0.6626943662056746,3,320.4381573448663,5.341272332900656,1
2025-11-23 11:55:23.574261,319.400579175893,254.88647597832187,18.552019251488865,15,6.077496245658336,58,0.5706723502395308,3,285.47450565850454,20.787251866593763,1
2025-11-23 11:55:33.574261,787.144406441731,97.05242602583034,11.883935918885875,8,35.06301275906649,115,0.9290487183672538,0,72.56647232104456,35.70615226031371,2
2025-11-23 11:55:43.574261,330.73189051003254,196.44010729727546,20.906799440437705,10,3.468769399411549,69,0.6952586245140098,3,295.4881166934705,14.18628964809215,1
2025-11-23 11:55:53.574261,515.1703076619925,83.2514957034338,11.154428064719383,1,19.509304832780085,75,0.7637914822413738,1,46.20757134251606,26.934619872400077,2
2025-11-23 11:56:03.574261,355.57196724107354,308.0539977912973,14.544098340662405,20,14.525499321410539,32,0.7620900290591069,3,191.1627675103844,18.023357803518184,1
2025-11-23 11:56:13.574261,120.69911481139336,452.71388394275465,33.1185828376066,99,1.2077661691159234,15,0.15848011945677984,4,427.35826528060034,4.396319185786699,0
2025-11-23 11:56:23.574261,744.236654297321,119.9790731757728,9.050190268264299,6,44.00825642834388,157,0.7997527488221738,0,41.533986186891674,52.11457434150072,2
2025-11-23 11:56:33.574261,324.4617992059375,202.0069373530284,15.352197054279824,13,9.623460527144395,42,0.6799056670185769,1,130.56021325191875,7.967482376247869,1
2025-11-23 11:56:43.574261,177.03752278349899,404.0593951996273,39.64892464786224,54,2.5196684200648094,13,0.2396952038652223,14,423.569932142887,1.4470357475802702,0
2025-11-23 11:56:53.574261,565.8389687820791,117.98685368755027,11.463288796828234,12,46.20104132314619,84,0.9745860430697256,1,94.7485669821976,27.441821624370633,2
2025-11-23 11:57:03.574261,301.31221034794186,104.12484134761918,19.887787703276796,24,9.44149225510295,38,0.6799451648249958,2,124.67253814814529,11.141224303372503,1
2025-11-23 11:57:13.574261,847.1914615164084,50.26071652061311,9.538278053618065,5,45.06025695163257,63,0.967750415088892,0,107.96205543628157,34.08566151108542,2
2025-11-23 11:57:23.574261,752.7849185473898,126.62251152239811,10.078182512877463,4,16.390311948085017,121,0.7603884623052243,0,85.5039073752887,45.39827971466488,2
2025-11-23 11:57:33.574261,370.79933060016515,170.40483385115036,17.057805572730786,18,8.959840679069316,61,0.5375319865085695,1,299.12248470880013,14.30362872353905,1
2025-11-23 11:57:43.574261,221.66722242628575,165.71512888608788,16.869050324214133,27,7.179661836468564,32,0.570455769820724,0,156.67077646272546,5.648066606668227,1
2025-11-23 11:57:53.574261,219.30799798049074,263.12068126320827,13.396160849232963,18,12.239064867205029,36,0.7092685978845773,4,272.40427998250306,9.24733552071112,1
2025-11-23 11:58:03.574261,79.11922127309538,324.32505593970825,34.427943040696675,99,0.9539494660491944,13,0.10093283740977384,10,734.2468271699161,2.0470965110897366,0
2025-11-23 11:58:13.575545,240.94890385313894,270.4121728848015,13.431037554426023,30,10.622361977194963,51,0.597524841838288,4,261.5461956918313,17.027880776718355,1
2025-11-23 11:58:23.575545,480.64258814211536,81.40530451393462,8.411646287069484,2,46.49770493236616,73,0.7568590433821467,1,76.42078837208153,56.52832589508281,2
2025-11-23 11:58:33.575545,312.00553439654556,125.7252427316662,14.325847449313361,36,7.698242125234941,61,0.6248795044789317,3,202.26000561210736,13.839319527382608,1
2025-11-23 11:58:43.575545,413.5416218548213,153.07481763628167,15.969539829298524,34,3.173053387669318,62,0.5207350436111053,4,211.94735067951444,16.035282564923193,1
2025-11-23 11:58:53.575545,106.45644044712787,559.6399130388697,32.556548538912566,89,1.6677934891140236,11,0.043102483174684895,9,547.6497090817572,3.177892782535604,0
2025-11-23 11:59:03.575545,198.330238781515,555.0248526847553,29.87539141536093,62,0.28154297235912557,7,0.05030573068200381,10,677.0725995923781,0.9620914179086162,0
2025-11-23 11:59:13.575545,323.1051405523513,153.625072448634,18.975176475449448,31,10.102418313231261,67,0.4805629216834414,4,138.85096935234958,15.27252464743458,1
2025-11-23 11:59:23.575545,370.1188584825313,269.8557225963189,15.105889207347051,21,12.6825225014483,50,0.5451939281281576,2,92.51733778402391,10.072969884489563,1
2025-11-23 11:59:33.575545,301.15989717684204,193.72488356379435,14.274550810157706,34,14.113139999377065,31,0.6252558819074944,1,263.86912516075506,7.061512216317588,1
2025-11-23 11:59:43.575545,378.2709685183605,108.6981040879779,18.79237801797666,12,14.980427216876388,44,0.5190735365996189,1,177.6876901691515,6.224754440826562,1
2025-11-23 11:59:53.575545,243.12404698971997,134.17354609752783,16.007796125012728,20,12.278684000687075,60,0.5920439205743583,3,265.8202942971704,7.802034488225906,1
2025-11-23 12:00:03.575545,342.59115852096966,244.11764209907884,13.193833706630713,35,12.020390650814099,37,0.6476802591185744,1,137.58888954247126,17.49941447906301,1
2025-11-23 12:00:13.575545,486.38120871588154,65.38307423929582,4.789878184611986,4,41.509400381062406,89,0.9157845772400433,0,56.31006226265325,40.5253441577469,2
2025-11-23 12:00:23.576594,153.68697069747375,484.6111044477223,28.77709289019539,90,0.8216425182221957,3,0.2757774911991369,6,570.8789288942062,1.900880903201315,0
2025-11-23 12:00:33.576594,120.00559005730472,389.78082408580457,24.11061501168136,86,1.8667572864226567,16,0.2745541036621811,10,616.1088006861748,0.29154430739259146,0
2025-11-23 12:00:43.576594,360.5951521367987,292.4907140047964,12.736781374111123,38,13.59619957941885,36,0.6839550749335759,4,188.69649327291611,16.936310334553678,1
2025-11-23 12:00:53.576594,253.6254090763103,124.25766893521512,19.78648867199041,18,8.918025069587319,32,0.5674814561608345,3,295.8595436289545,18.73103144551188,1
2025-11-23 12:01:03.576594,377.0334492740227,131.87170180559437,14.579189652975206,21,4.258545571641809,54,0.5032731087904742,3,251.64760817813547,9.528719738769729,1
2025-11-23 12:01:13.576594,258.5867816189627,131.7126819870334,16.244409547625754,18,8.350372834371377,35,0.47436498040465414,3,118.37217031629723,16.200609422003023,1
2025-11-23 12:01:23.576594,286.2695542477455,146.17905756845548,13.05148383307487,36,15.51088907757275,61,0.6560288676609711,0,176.1182436998637,7.13782655270933,1
2025-11-23 12:01:33.576594,158.077160393444,580.3081507528307,37.79647323075813,68,2.6152097145344704,28,0.1773536569741219,6,575.5848475119955,1.920365094883036,0
2025-11-23 12:01:43.576594,250.14153406404228,102.41050865090702,13.277759542096774,27,4.984674388806291,70,0.6564170236937945,4,185.1110887098508,9.192834299747869,1
2025-11-23 12:01:53.576594,604.8913536916555,138.43018326591232,6.265596465183411,2,44.600541916129764,97,0.8787727617187632,0,28.147008914027843,30.866824995405935,2
2025-11-23 12:02:03.576594,401.1960908267242,149.0828939865648,7.920750431290472,8,18.53441898781933,159,0.9722856204044339,0,81.72683119980765,23.789156701651812,2
2025-11-23 12:02:13.576594,357.4623489789301,107.04738927313467,14.228671188695781,24,4.20500135578067,58,0.6838999226280355,3,277.629301608634,15.22845534354762,1
2025-11-23 12:02:23.576594,363.91947308246256,214.91067186495746,16.826281412543782,24,11.88422054784293,60,0.5706455287201765,3,122.06503197187564,12.615721951141357,1
2025-11-23 12:02:33.576594,699.1349235513932,86.20897039149926,11.50327395133083,12,56.859162644992665,84,0.953950753180658,0,53.03256278472567,49.72618649084225,2
2025-11-23 12:02:43.577606,334.903731185055,132.75790471241578,14.743039504068786,33,7.644789171451879,50,0.5671762289585199,1,264.19036208783933,14.864559844777945,1
2025-11-23 12:02:53.577606,496.37648986186366,73.33415485362679,11.279735049277503,2,25.443838576576226,62,0.9426264773070001,0,75.62579552374918,26.794109148305488,2
2025-11-23 12:03:03.577606,213.1335723360888,166.3747361431458,17.11903400774165,13,4.07305610632789,70,0.5521355118272323,3,251.07754212197509,8.876278576601196,1
2025-11-23 12:03:13.577606,332.41775659142917,124.12583563628371,12.834502910227828,30,10.206389340184955,58,0.5984264834425453,2,221.323920164099,5.208749189961883,1
2025-11-23 12:03:23.577606,157.80064655635084,380.855029603468,32.31788000597375,81,1.7623375778781305,27,0.22463341763678554,13,786.8187822627206,3.010081418312683,0
2025-11-23 12:03:33.577606,285.7310387235754,99.46257175356627,11.893363844954024,38,9.999416951489305,34,0.6564144208724629,1,263.2458720319758,5.316073235580067,1
2025-11-23 12:03:43.577606,833.5045151253092,116.98479477606355,4.601900174145956,9,21.09518237785669,112,0.8393425206554408,0,76.45618508045342,48.679103508535185,2
2025-11-23 12:03:53.577606,374.662611074905,103.72037036582208,15.06351367013022,34,3.5923920326696126,43,0.7333563334187695,0,180.27811201130632,10.28760821472106,1
2025-11-23 12:04:03.577606,289.8998307671628,273.07157184531457,12.24182172205817,30,5.10935259424088,56,0.5746032763139841,3,271.7185749763682,15.145513259947453,1
2025-11-23 12:04:13.577606,201.40882274898374,222.12389446299298,17.531880269144118,14,5.998634310622059,60,0.6312000052742481,0,124.49931539692713,16.393449181208307,1
2025-11-23 12:04:23.577606,643.29043168962,79.59068601282058,10.996652972163549,12,31.484118905742406,131,0.6880577164568403,0,97.61089996029507,55.610412583737684,2
2025-11-23 12:04:33.577606,214.7568812502588,243.27001781091127,17.74622455380222,25,4.238485139328083,31,0.7479053900814869,4,135.9053678941236,6.484673315263187,1
2025-11-23 12:04:43.577606,146.40352640942936,380.4772065215109,37.9987891645649,83,2.7047612082036516,0,0.19032913534282542,11,517.944570963938,4.396427711750167,0
2025-11-23 12:04:53.577606,604.3693650265003,120.79616075303912,5.804002127906285,6,64.68554998054418,114,0.7505995021132353,0,69.11408621616172,24.95274172197506,2
2025-11-23 12:05:03.577606,810.1008903435657,105.96813179227954,6.823926197580588,8,36.10704113704337,61,0.9720452478959807,1,34.720845569424036,47.0491717375418,2
2025-11-23 12:05:13.578601,549.3353149624634,152.50407338075195,10.367306185876734,4,44.18552112592184,90,0.8747433293033664,0,19.738354704260207,43.18770735358324,2
2025-11-23 12:05:23.578601,570.1320510213914,116.12765294527928,11.205333017930327,1,53.080119833213615,137,0.9075294938141814,0,85.36804733712397,46.10389201556858,2
2025-11-23 12:05:33.578601,176.49815020335566,589.3878477549684,29.546205843167314,89,2.1369395851600483,13,0.2704901152720225,13,628.1005719116392,3.834943636651495,0
2025-11-23 12:05:43.578601,226.08383080407756,228.47118452673558,14.749563204161017,23,10.97904043654626,59,0.49935517671530183,1,263.28734824928625,5.189605927327271,1
2025-11-23 12:05:53.578601,361.78444930308024,291.1249722673622,14.763626628367897,15,5.455227869268392,68,0.5680064484184245,1,245.7525014724316,11.944959363753615,1
2025-11-23 12:06:03.578601,227.58397285805802,133.7855726834558,20.181124923491872,16,10.303688468708362,60,0.6287080304450486,3,185.09784820923758,6.240968155802576,1
2025-11-23 12:06:13.578601,281.58097068953776,102.73458382055833,13.163679996444467,33,7.785368025888215,54,0.5395017046373729,2,134.7327932105808,15.018726654357142,1
2025-11-23 12:06:23.578601,307.05820992317075,143.76964431371456,20.13655574292863,16,12.673712635173047,84,0.581670039606835,3,215.80484378256213,19.58920382634172,1
2025-11-23 12:06:33.578601,268.2217807967166,213.33503798989295,15.44207698161708,33,14.938774901709717,36,0.5165896558271844,2,102.35530482718985,15.919905077414269,1
2025-11-23 12:06:43.578601,521.1269933786656,75.79789795915413,9.540386782407985,2,46.32902805540331,139,0.8273169078746456,0,74.56629407460936,42.651758890522586,2
2025-11-23 12:06:53.578601,315.83397347352513,202.88772479122775,13.163113712971061,23,3.6468058001934947,47,0.6359757528153467,3,166.82637805303608,16.888695754295952,1
2025-11-23 12:07:03.578601,746.860815984853,141.99448886081777,7.480771953796154,9,50.02377784446713,95,0.8978624336657699,0,22.270145671715444,34.85392900863,2
2025-11-23 12:07:13.578601,99.36415481570204,501.75617946750674,37.14392427353748,83,2.225337529350912,4,0.14771997749251092,7,595.2838666850305,3.0366665194965523,0
2025-11-23 12:07:23.578601,300.76652536473586,165.98980388146168,14.037466370179967,32,6.197094236230052,72,0.6523508090638495,0,281.8884289806659,9.789910199667993,1
2025-11-23 12:07:33.579498,128.8640516822312,441.2588294007447,39.82670687357121,99,2.4388082132973223,2,0.08415500478591452,16,489.91373703233813,0.28759789784079237,0
2025-11-23 12:07:43.579498,415.58856388396407,298.5313190851882,15.73825137608973,34,12.758261496247234,46,0.5357746155567978,0,135.96936577320918,17.96383999884004,1
2025-11-23 12:07:53.579498,154.81283436285352,429.0627917715389,24.42369016360598,42,0.46976061762007715,17,0.15421771755251576,15,602.5338773179957,4.633430850964747,0
2025-11-23 12:08:03.579498,578.8209577831298,127.40026285311782,9.814198119532955,4,48.79373819380933,85,0.8646060737934242,0,25.916534434024857,21.183754446934607,2
2025-11-23 12:08:13.579498,371.72852884655674,150.8655194023553,8.997919310058801,6,29.862997932452938,112,0.8555341897843266,0,38.629013872297385,54.1337036313365,2
2025-11-23 12:08:23.579498,734.0897038056606,104.83629530808737,9.961019089751929,5,47.73001843291436,123,0.798085269736038,0,71.6384570561933,33.516577744975855,2
2025-11-23 12:08:33.579498,212.8372476263874,284.70674475852957,15.134352965962124,14,3.8953323448841894,29,0.6389964166004455,3,163.52686924894576,9.298669067635114,1
2025-11-23 12:08:43.579498,279.0085715983646,230.77000420730405,12.887737012497581,24,11.179431714406373,58,0.5973363960952323,1,286.31687328631347,13.907679358948636,1
2025-11-23 12:08:53.579498,241.69079097201248,281.56629764085494,20.061554473408858,20,6.217217987921147,75,0.6131574348024126,2,149.68384214774133,17.83943326282581,1
2025-11-23 12:09:03.579498,123.67919907125125,580.9092205911154,33.535596091334654,55,2.7466336511970306,12,0.114154399643747,9,574.4017953344135,4.980800668500069,0
2025-11-23 12:09:13.579498,768.7704551121061,145.0889101980975,9.784347937636198,9,18.592007730944342,138,0.8540366313278795,0,25.13143977855632,33.82753541810525,2
2025-11-23 12:09:23.579498,724.5569542119728,77.33405015806856,8.882754607085504,12,52.41629999724324,132,0.8220494831912095,0,81.5937432773515,19.659694079507467,2
2025-11-23 12:09:33.580507,135.60694406414189,505.899270531754,36.09584514109543,91,0.7874112125504863,20,0.21034062237190426,15,547.6763273154794,1.8430871386897463,0
2025-11-23 12:09:43.580507,327.62939468212613,158.07748084217886,17.03397528709314,23,5.448350706976411,55,0.7284371494159145,2,221.17307558071718,6.232613501654212,1
2025-11-23 12:09:53.580507,325.81675134498556,201.41162285881106,17.380724553592025,26,3.1167524488755665,39,0.6989098744338142,2,233.43020832090662,12.956723548144836,1
2025-11-23 12:10:03.580507,763.6604478195255,143.6192625918544,8.417044901969376,14,50.23420375230824,82,0.7416282103259658,1,73.89070359077891,60.839783456445005,2
2025-11-23 12:10:13.580507,319.76147416236086,226.79091869739966,12.559091925537635,21,3.7468909624445597,80,0.6279710960714281,3,240.07051654539669,11.620595354665296,1
2025-11-23 12:10:23.580507,288.1239761263318,106.42725787338428,13.750068187571598,35,9.015653165366556,73,0.5004766391585848,1,127.97412374832679,18.805419394656884,1
2025-11-23 12:10:33.580507,419.20462025418453,135.79944484835804,15.020592707143646,28,13.774431730950722,32,0.6949547248792048,0,289.49863664814706,19.793787783672652,1
2025-11-23 12:10:43.580507,127.27203027142389,512.5320185723282,34.74455548478117,50,2.3034195252682217,2,0.09702279056658503,15,507.43702371304056,2.9298103613692885,0
2025-11-23 12:10:53.580507,304.78030529570634,288.28532107453395,19.376066705508766,35,11.52792010323781,78,0.6093519585650553,4,237.8286526453852,17.618241856424234,1
2025-11-23 12:11:03.580507,434.6730688676282,105.0051034012884,6.628873715566498,9,24.41282484605043,132,0.7291200477389275,0,80.36899931348623,31.001232317585398,2
2025-11-23 12:11:13.581497,331.9633890930022,241.93510375647054,17.46375164507177,29,5.4637131138567145,56,0.5853244783384576,4,160.7311792915188,18.51571894193006,1
2025-11-23 12:11:23.581497,595.6757873882202,64.07220157539064,11.18129456725267,7,18.655695863919288,77,0.8995400843492728,0,28.599478601016138,45.57460454458835,2
2025-11-23 12:11:33.581497,373.9220021008543,138.23687470701262,16.00778293768399,23,8.789730601562855,41,0.5518494929354981,2,281.57981007689386,16.060096525168216,1
2025-11-23 12:11:43.581497,288.63973857847424,240.5627711393392,12.687080850497985,11,11.384397438058498,38,0.5547540119260443,3,117.87758359761611,9.568086343836125,1
2025-11-23 12:11:53.581497,331.5926320717361,210.75145548964664,20.749035633189752,33,4.705922428309152,46,0.5514324988133732,0,135.7253630139913,9.494060516860152,1
2025-11-23 12:12:03.581497,701.9614610641825,88.45474530023719,5.3898196749775185,5,20.765031234363555,135,0.8566841925789634,0,80.78874414397886,26.106659677769954,2
2025-11-23 12:12:13.581497,413.66385022353575,138.09180403727976,19.510117069496292,34,5.212605446958719,35,0.5640248641223531,2,249.69805984980556,15.238005689082588,1
2025-11-23 12:12:23.581497,239.60635134015357,164.90972081306398,17.572925619746922,9,7.685315664818556,55,0.6369105203734167,2,156.40412356825743,9.544271521112181,1
2025-11-23 12:12:33.581497,668.3139059604764,120.47553382078912,11.00967877650518,8,28.739604337809435,138,0.9185282177202616,0,24.880070445771953,38.82698373426857,2
2025-11-23 12:12:43.581497,111.88394277903353,375.2608080027691,30.459765168464525,48,1.9005181076476505,25,0.186220817505078,11,456.95995990735696,4.686529756197731,0
2025-11-23 12:12:53.581497,364.156165636464,226.96336925216093,17.447413152795725,33,10.35020442831802,60,0.5540816907574675,2,109.4361589620336,7.443873224739672,1
2025-11-23 12:13:03.581497,304.1371672656751,281.43234529110845,16.377453848744388,20,11.046371376433136,65,0.6747509166337409,4,230.12765683227298,13.708344175098361,1
2025-11-23 12:13:13.581497,125.38694821567647,472.57461167042686,33.88514289703696,79,0.2501856357574516,15,0.25693858951638815,19,719.5353380743236,0.0629704334675998,0
2025-11-23 12:13:23.581497,738.5514419991867,119.24502490098693,10.483498823630503,13,28.217384043237008,105,0.7911429087498474,0,85.71102854166196,51.16523574923452,2
2025-11-23 12:13:33.581497,572.3593412811543,113.02653301468948,7.122922013998304,13,49.37464427591732,100,0.823018965083203,0,28.574559377213713,48.38094515067802,2
2025-11-23 12:13:43.582598,368.7448317102847,108.72541161360265,15.835626347371877,13,4.7067244874841565,74,0.5731154390440875,1,138.10443522100528,14.534999421340212,1
2025-11-23 12:13:53.582598,393.23595982414497,237.36231832257317,14.152093189155684,32,14.44282288809089,61,0.6713989933990048,1,214.71931878352308,20.488498057622877,1
2025-11-23 12:14:03.582598,301.69458842701033,238.2332637972903,13.3676392867453,14,7.610700044750721,61,0.6190168090580701,2,207.07308196453036,12.317687809432261,1
2025-11-23 12:14:13.582598,137.05196501601785,518.2972874122474,27.399043197058827,81,1.7925453051966649,12,0.05048902021079953,19,578.9084967833365,1.0941264611206347,0
2025-11-23 12:14:23.582598,309.5258147102435,274.7788568969276,15.735961596931837,26,14.85449796805618,81,0.6772081966344224,4,293.0078275545881,12.414420644477127,1
2025-11-23 12:14:33.582598,299.72593450288673,296.15273379508574,13.734138867315979,33,6.3914282620015985,53,0.6053473655325563,1,222.97934631051083,17.423568276299182,1
2025-11-23 12:14:43.582598,115.70125764716353,545.9941734582184,42.2383206533359,86,0.625537080465323,7,0.24907356985883455,17,429.47015649887237,3.6755687860292494,0
2025-11-23 12:14:53.582598,150.38528319436097,498.1259480192292,35.48551980984082,38,1.4775304444603192,20,0.01372744298155388,17,719.9392031511,0.04251856320084099,0
